City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
228,Yeppoon,-23.1333,150.7333,83.98,60,17,13.94,AU,2022-02-08 05:07:54,few clouds
229,Risor,58.7206,9.2342,41.16,65,75,20.15,NO,2022-02-08 05:08:51,broken clouds
230,Hajnowka,52.7433,23.5812,34.02,86,72,3.0,PL,2022-02-08 05:08:52,broken clouds
231,Sakakah,29.9697,40.2064,49.35,45,0,5.3,SA,2022-02-08 05:08:02,clear sky
232,Victoria,22.2855,114.1577,66.25,80,93,11.01,HK,2022-02-08 05:04:51,overcast clouds
233,Coihaique,-45.5752,-72.0662,57.15,54,0,3.44,CL,2022-02-08 05:06:37,clear sky
234,Ilulissat,69.2167,-51.1,-0.38,85,75,24.16,GL,2022-02-08 05:08:53,heavy snow
235,Karratha,-20.7377,116.8463,88.5,62,74,10.11,AU,2022-02-08 05:08:53,light rain
236,Datong,40.0936,113.2914,27.41,19,3,4.56,CN,2022-02-08 05:08:53,clear sky
237,Huarmey,-10.0681,-78.1522,70.97,81,100,8.08,PE,2022-02-08 05:08:54,overcast clouds
238,Flinders,-34.5833,150.8552,76.8,72,44,6.76,AU,2022-02-08 05:08:54,scattered clouds
239,Hobyo,5.3505,48.5268,77.22,63,8,18.77,SO,2022-02-08 05:05:32,clear sky
240,Yumbe,3.4651,31.2469,67.96,31,67,3.62,UG,2022-02-08 05:08:55,broken clouds
241,Leningradskiy,69.3833,178.4167,-28.64,92,4,4.97,RU,2022-02-08 05:07:32,clear sky
242,Kesinga,20.2,83.2333,79.79,20,1,0.74,IN,2022-02-08 05:08:56,clear sky
243,Benjamin Constant,-4.3831,-70.0311,73.53,100,100,1.9,BR,2022-02-08 05:08:56,overcast clouds
244,Barabai,-2.5833,115.3833,89.71,59,93,1.63,ID,2022-02-08 05:08:56,light rain
245,Ambilobe,-13.2,49.05,79.93,82,59,4.72,MG,2022-02-08 05:08:57,broken clouds
246,Charters Towers,-20.1,146.2667,89.76,31,7,5.3,AU,2022-02-08 05:08:57,clear sky
247,Necochea,-38.5473,-58.7368,51.04,89,0,8.03,AR,2022-02-08 05:08:58,clear sky
248,La Paz,-16.5,-68.15,42.78,100,40,5.75,BO,2022-02-08 05:08:58,fog
249,Nelson Bay,-32.7167,152.15,77.29,67,36,3.0,AU,2022-02-08 05:08:59,scattered clouds
250,Shingu,33.7333,135.9833,45.91,68,100,5.68,JP,2022-02-08 05:08:59,overcast clouds
251,Goundam,16.4145,-3.6708,62.56,14,4,8.79,ML,2022-02-08 05:08:59,clear sky
252,Krasnoselkup,65.7,82.4667,-19.01,98,56,6.64,RU,2022-02-08 05:09:00,broken clouds
253,Tual,-5.6667,132.75,83.77,74,57,7.92,ID,2022-02-08 05:00:54,broken clouds
254,Maningrida,-12.0667,134.2667,89.31,57,86,7.14,AU,2022-02-08 05:09:01,overcast clouds
255,Arman,59.7,150.1667,17.02,77,97,5.95,RU,2022-02-08 05:09:01,overcast clouds
256,Saint-Philippe,-21.3585,55.7679,81.99,87,100,12.55,RE,2022-02-08 05:09:02,light rain
257,Zhuanghe,39.7008,122.9911,34.66,34,4,2.39,CN,2022-02-08 05:09:02,clear sky
258,Yumen,40.2833,97.2,27.45,36,9,14.63,CN,2022-02-08 05:09:03,clear sky
259,Kohlu,29.8962,69.252,53.4,39,1,2.8,PK,2022-02-08 05:09:03,clear sky
260,Lambarene,-0.7001,10.2406,74.41,96,93,2.46,GA,2022-02-08 05:09:03,overcast clouds
261,Luwuk,-0.9516,122.7875,84.47,73,89,3.38,ID,2022-02-08 05:09:04,overcast clouds
262,Libertador General San Martin,-23.8064,-64.7876,71.94,76,100,1.77,AR,2022-02-08 05:09:04,overcast clouds
263,Mahanoro,-19.9,48.8,80.62,76,100,4.59,MG,2022-02-08 05:09:05,overcast clouds
264,Namatanai,-3.6667,152.4333,85.51,67,62,6.91,PG,2022-02-08 05:09:05,broken clouds
265,Katangli,51.7102,143.2326,15.42,94,100,14.29,RU,2022-02-08 05:09:06,snow
266,Riyadh,24.6877,46.7219,51.94,36,0,3.78,SA,2022-02-08 05:06:21,clear sky
267,Sinop,41.7711,34.8709,33.98,84,100,19.66,TR,2022-02-08 05:09:06,overcast clouds
268,Grand Gaube,-20.0064,57.6608,82.8,76,99,15.79,MU,2022-02-08 05:09:07,light rain
269,Airai,-8.9266,125.4092,72.09,75,77,1.92,TL,2022-02-08 05:06:39,broken clouds
270,Tuatapere,-46.1333,167.6833,59.83,53,0,8.48,NZ,2022-02-08 05:09:07,clear sky
271,Umm Lajj,25.0213,37.2685,70.56,29,0,5.3,SA,2022-02-08 05:10:08,clear sky
272,Yeniseysk,58.4497,92.1703,3.38,85,97,5.79,RU,2022-02-08 05:10:08,overcast clouds
273,Matamoros,25.5333,-103.25,42.37,64,13,4.85,MX,2022-02-08 05:10:09,few clouds
274,Katsuura,35.1333,140.3,44.71,92,100,10.67,JP,2022-02-08 05:02:18,overcast clouds
275,New Smyrna Beach,29.0258,-80.927,55.99,75,97,8.81,US,2022-02-08 05:10:09,overcast clouds
276,Jatai,-17.8814,-51.7144,66.67,90,94,0.89,BR,2022-02-08 05:10:10,overcast clouds
277,Rucheng,32.3883,120.5553,44.96,68,95,6.53,CN,2022-02-08 05:10:10,overcast clouds
278,Dikson,73.5069,80.5464,6.69,89,100,25.12,RU,2022-02-08 05:10:11,overcast clouds
279,Berezovyy,51.6667,135.7,8.67,83,100,2.21,RU,2022-02-08 05:10:11,overcast clouds
280,Rocha,-34.4833,-54.3333,63.0,81,34,4.43,UY,2022-02-08 05:10:12,scattered clouds
281,Kangaba,11.9333,-8.4167,67.46,15,5,5.68,ML,2022-02-08 05:10:12,clear sky
282,Verkh-Usugli,52.7,115.1667,13.87,81,100,1.1,RU,2022-02-08 05:10:12,overcast clouds
283,Bathsheba,13.2167,-59.5167,77.61,73,40,13.8,BB,2022-02-08 05:10:13,scattered clouds
284,Aksay,47.26,39.87,38.25,80,100,8.99,RU,2022-02-08 05:10:13,light rain
285,Saint-Pierre,-21.3393,55.4781,82.08,74,0,3.44,RE,2022-02-08 05:10:14,clear sky
286,Sagar,23.8333,78.7167,74.01,22,0,5.03,IN,2022-02-08 05:10:14,clear sky
287,Deputatskiy,69.3,139.9,-32.6,97,89,3.13,RU,2022-02-08 05:10:14,overcast clouds
288,Nouadhibou,20.931,-17.0347,64.76,78,26,9.06,MR,2022-02-08 05:10:15,scattered clouds
289,Grootfontein,-19.5667,18.1167,63.03,72,1,4.27,NA,2022-02-08 05:10:15,clear sky
290,Ola,59.5833,151.2833,17.15,68,89,8.97,RU,2022-02-08 05:10:16,overcast clouds
291,Kieta,-6.2167,155.6333,83.73,79,99,9.04,PG,2022-02-08 05:07:20,light rain
292,Mocuba,-16.8392,36.9856,73.83,91,17,2.68,MZ,2022-02-08 05:10:16,few clouds
293,Lagoa,39.05,-27.9833,58.89,67,83,7.31,PT,2022-02-08 05:10:17,broken clouds
294,Port Lincoln,-34.7333,135.8667,72.45,52,98,12.82,AU,2022-02-08 05:10:17,overcast clouds
295,Saint Anthony,45.0205,-93.218,15.93,76,0,9.22,US,2022-02-08 05:10:18,clear sky
296,Aswan,24.0934,32.907,56.43,44,0,9.64,EG,2022-02-08 05:10:18,clear sky
297,Aripuana,-9.1667,-60.6333,72.39,98,99,1.03,BR,2022-02-08 05:10:18,overcast clouds
298,Vredendal,-31.6683,18.5012,68.61,63,11,1.34,ZA,2022-02-08 05:10:19,few clouds
299,Cabanas,22.9758,-82.9219,66.67,81,0,7.56,CU,2022-02-08 05:10:19,clear sky
300,Dobryanka,58.4619,56.4165,8.46,94,77,6.13,RU,2022-02-08 05:10:20,broken clouds
301,Camapua,-19.5314,-54.0439,68.72,75,67,6.17,BR,2022-02-08 05:10:20,broken clouds
302,Caravelas,-17.7125,-39.2481,75.97,89,47,5.01,BR,2022-02-08 05:10:21,scattered clouds
303,Wanning,18.8003,110.3967,75.22,83,84,11.12,CN,2022-02-08 05:10:21,broken clouds
304,Antigonish,45.6169,-61.9986,34.12,96,100,4.34,CA,2022-02-08 05:10:22,overcast clouds
305,Inuvik,68.3499,-133.7218,-36.94,100,100,2.33,CA,2022-02-08 05:10:22,overcast clouds
306,Del Rio,29.3627,-100.8968,49.42,47,0,8.05,US,2022-02-08 05:10:22,clear sky
307,Malinovoye Ozero,51.6753,79.7825,20.39,91,99,7.92,RU,2022-02-08 05:10:23,overcast clouds
308,Comodoro Rivadavia,-45.8667,-67.5,74.28,35,88,32.57,AR,2022-02-08 05:00:56,overcast clouds
309,Chuy,-33.6971,-53.4616,61.12,81,20,7.07,UY,2022-02-08 05:10:24,few clouds
310,Muli,2.9167,73.5667,82.15,69,98,13.02,MV,2022-02-08 05:10:24,overcast clouds
311,Ostrovnoy,68.0531,39.5131,17.4,91,100,15.66,RU,2022-02-08 05:10:24,overcast clouds
312,Wodonga,-36.1167,146.8833,83.26,66,40,6.91,AU,2022-02-08 05:10:25,scattered clouds
313,Torrington,41.8007,-73.1212,36.05,97,100,1.99,US,2022-02-08 05:10:25,snow
314,New Haven,41.4001,-72.9329,38.05,88,100,14.97,US,2022-02-08 05:10:26,mist
315,Troutdale,45.5393,-122.3873,48.61,94,100,1.01,US,2022-02-08 05:10:26,overcast clouds
316,Xuanhua,40.6103,115.0447,29.77,23,2,4.18,CN,2022-02-08 05:10:26,clear sky
317,Khandyga,62.6667,135.6,-17.28,86,100,1.81,RU,2022-02-08 05:10:27,overcast clouds
318,Novo Aripuana,-5.1206,-60.3797,74.35,95,100,1.57,BR,2022-02-08 05:11:27,overcast clouds
319,Lidingo,59.3667,18.1833,34.09,82,100,6.91,SE,2022-02-08 05:11:28,light snow
320,Nicoya,10.1483,-85.452,71.15,77,60,4.07,CR,2022-02-08 05:11:28,broken clouds
321,Napier,-39.4833,176.9167,70.25,91,100,5.99,NZ,2022-02-08 05:11:29,overcast clouds
322,Labytnangi,66.6572,66.4183,-7.82,100,100,3.22,RU,2022-02-08 05:11:29,overcast clouds
323,Mgandu,-5.95,34.1333,61.21,85,96,1.95,TZ,2022-02-08 05:11:29,overcast clouds
324,Swan Hill,-35.3378,143.5544,89.71,17,7,8.46,AU,2022-02-08 05:00:51,clear sky
325,Tabas,33.5959,56.9244,49.6,36,0,3.47,IR,2022-02-08 05:11:30,clear sky
326,Erenhot,43.6475,111.9767,18.93,60,1,12.97,CN,2022-02-08 05:11:30,clear sky
327,San Jose De Guanipa,8.8872,-64.1651,74.86,75,85,13.27,VE,2022-02-08 05:11:31,overcast clouds
328,Rassvet,46.8333,40.75,36.37,85,100,3.8,RU,2022-02-08 05:11:31,overcast clouds
329,Perth,-31.9333,115.8333,79.18,46,0,13.8,AU,2022-02-08 05:10:02,clear sky
330,Harper,4.375,-7.7169,78.28,84,89,5.19,LR,2022-02-08 05:11:32,moderate rain
331,Manfredonia,41.6259,15.9094,50.83,48,23,21.7,IT,2022-02-08 05:11:32,few clouds
332,Tilichiki,60.4667,166.1,-8.66,84,6,7.92,RU,2022-02-08 05:11:33,clear sky
333,Zapolyarnyy,69.4154,30.8136,22.28,97,82,10.94,RU,2022-02-08 05:11:33,broken clouds
334,Batsfjord,70.6345,29.7185,26.82,86,80,11.86,NO,2022-02-08 05:11:34,broken clouds
335,Honiara,-9.4333,159.95,78.3,93,100,10.63,SB,2022-02-08 05:11:27,overcast clouds
336,Naze,28.3667,129.4833,62.87,81,31,19.8,JP,2022-02-08 05:11:34,scattered clouds
337,Beloha,-25.1667,45.05,80.82,71,100,22.1,MG,2022-02-08 05:07:07,overcast clouds
338,Margate,51.3813,1.3862,51.66,74,100,5.01,GB,2022-02-08 05:11:35,overcast clouds
339,Itoman,26.1247,127.6694,71.98,68,40,20.71,JP,2022-02-08 05:11:35,scattered clouds
340,Ta Khmau,11.4833,104.95,89.65,55,20,6.91,KH,2022-02-08 05:11:36,few clouds
341,Gualaquiza,-3.4,-78.55,63.19,98,100,0.85,EC,2022-02-08 05:11:36,overcast clouds
342,Sabha,27.0377,14.4283,52.63,20,76,6.87,LY,2022-02-08 05:11:37,broken clouds
343,Avera,33.194,-82.5271,44.47,74,100,5.75,US,2022-02-08 05:11:37,overcast clouds
344,Kamenka,51.3223,42.7678,31.75,97,100,12.62,RU,2022-02-08 05:11:37,overcast clouds
345,Along,28.1667,94.7667,66.29,42,65,1.79,IN,2022-02-08 05:11:38,broken clouds
346,Vardo,70.3705,31.1107,26.8,88,91,19.98,NO,2022-02-08 05:11:38,overcast clouds
347,Izumo,35.3667,132.7667,44.82,61,97,5.32,JP,2022-02-08 05:11:39,overcast clouds
348,Arkhipo-Osipovka,44.37,38.52,46.45,66,100,22.3,RU,2022-02-08 05:11:39,overcast clouds
349,Hokitika,-42.7167,170.9667,73.08,61,4,5.97,NZ,2022-02-08 05:11:39,clear sky
350,Karatau,43.1667,70.4667,31.89,90,100,4.32,KZ,2022-02-08 05:11:40,light snow
351,Fortuna,40.5982,-124.1573,48.65,95,75,0.0,US,2022-02-08 05:11:40,broken clouds
352,Mae Sai,20.4335,99.8762,79.45,37,6,2.89,TH,2022-02-08 05:11:41,clear sky
353,Biloela,-24.4167,150.5,88.88,25,12,10.56,AU,2022-02-08 05:11:41,few clouds
354,The Valley,18.217,-63.0578,77.09,70,35,20.47,AI,2022-02-08 05:11:42,scattered clouds
355,Kudat,6.8837,116.8477,84.02,69,85,13.53,MY,2022-02-08 05:11:42,overcast clouds
356,Oak Ridge,36.0104,-84.2696,37.69,76,0,0.0,US,2022-02-08 05:07:30,clear sky
357,Locri,38.2414,16.2623,51.82,57,1,14.9,IT,2022-02-08 05:11:43,clear sky
358,Tezu,27.9167,96.1667,67.1,43,94,3.15,IN,2022-02-08 05:11:43,overcast clouds
359,Mittagong,-34.45,150.45,69.62,70,68,5.19,AU,2022-02-08 05:11:43,broken clouds
360,Neuquen,-38.9516,-68.0591,75.94,27,5,11.74,AR,2022-02-08 05:07:30,clear sky
361,Sibiti,-3.6819,13.3499,68.92,99,98,1.95,CG,2022-02-08 05:11:44,overcast clouds
362,Broome,42.2506,-75.833,32.0,75,100,3.0,US,2022-02-08 05:11:45,fog
363,Sri Aman,1.2376,111.4621,84.56,74,98,1.34,MY,2022-02-08 05:11:45,overcast clouds
364,Dwarka,22.2394,68.9678,71.62,69,12,4.63,IN,2022-02-08 05:11:30,few clouds
365,Ukiah,39.1502,-123.2078,54.37,73,0,0.0,US,2022-02-08 05:12:46,clear sky
366,Sao Felix Do Xingu,-6.6447,-51.995,70.95,99,99,1.36,BR,2022-02-08 05:12:46,overcast clouds
367,Jalu,29.0331,21.5482,55.65,30,3,6.55,LY,2022-02-08 05:12:46,clear sky
368,Sibolga,1.7427,98.7792,86.0,59,75,4.52,ID,2022-02-08 05:12:47,broken clouds
369,Turukhansk,65.8167,87.9833,-14.31,88,7,3.4,RU,2022-02-08 05:12:47,clear sky
370,Imeni Babushkina,59.7573,43.1285,20.01,94,100,8.93,RU,2022-02-08 05:12:48,light snow
371,Banda Aceh,5.5577,95.3222,84.36,68,74,10.04,ID,2022-02-08 05:12:48,broken clouds
372,Isla Mujeres,21.2311,-86.731,68.16,78,6,5.77,MX,2022-02-08 05:08:33,clear sky
373,Sur,22.5667,59.5289,69.57,59,3,5.39,OM,2022-02-08 05:12:49,clear sky
374,Nabire,-3.3667,135.4833,84.69,72,61,6.2,ID,2022-02-08 05:12:49,broken clouds
375,Pringsewu,-5.3582,104.9744,85.24,73,86,2.95,ID,2022-02-08 05:12:49,moderate rain
376,Bonavista,48.6499,-53.1147,24.12,71,100,17.13,CA,2022-02-08 05:12:50,overcast clouds
377,Killybegs,54.6333,-8.45,45.45,85,100,17.11,IE,2022-02-08 05:12:50,overcast clouds
378,Ipanema,-30.1391,-51.2244,69.73,79,20,3.44,BR,2022-02-08 05:12:51,few clouds
379,Berlevag,70.8578,29.0864,24.8,85,80,16.6,NO,2022-02-08 05:12:51,broken clouds
380,Jiaxing,30.7522,120.75,39.22,74,100,9.24,CN,2022-02-08 05:12:52,overcast clouds
381,Egvekinot,66.3167,-179.1667,-18.72,69,0,13.27,RU,2022-02-08 05:12:52,clear sky
382,Marabba,12.35,32.1833,64.54,24,18,7.61,SD,2022-02-08 05:12:52,few clouds
383,Zubova Polyana,54.0771,42.8372,27.09,94,93,9.37,RU,2022-02-08 05:12:53,overcast clouds
384,Marienburg,54.0359,19.0266,37.06,91,18,8.12,PL,2022-02-08 05:12:53,few clouds
385,Isangel,-19.55,169.2667,80.82,90,100,23.0,VU,2022-02-08 05:12:54,heavy intensity rain
386,Zarya,55.7553,38.0958,34.18,99,100,6.4,RU,2022-02-08 05:12:54,overcast clouds
387,Bambanglipuro,-7.95,110.2833,87.93,60,100,6.13,ID,2022-02-08 05:12:55,overcast clouds
388,Cherskiy,68.75,161.3,-35.39,100,29,1.41,RU,2022-02-08 05:11:07,scattered clouds
389,Poitiers,46.5833,0.3333,35.67,100,54,3.44,FR,2022-02-08 05:12:56,broken clouds
390,Hammerfest,70.6634,23.6821,30.65,64,20,9.22,NO,2022-02-08 05:12:56,few clouds
391,Gonaives,19.45,-72.6833,74.26,80,22,4.03,HT,2022-02-08 05:12:56,few clouds
392,Lorengau,-2.0226,147.2712,85.37,70,53,8.72,PG,2022-02-08 05:12:57,broken clouds
393,Guerrero Negro,27.9769,-114.0611,64.04,43,0,2.53,MX,2022-02-08 05:09:14,clear sky
394,Haapiti,-17.5667,-149.8667,83.93,77,100,19.13,PF,2022-02-08 05:12:57,overcast clouds
395,Doha,25.2867,51.5333,62.58,59,0,12.66,QA,2022-02-08 05:08:31,clear sky
396,Evensk,61.95,159.2333,1.29,69,20,8.75,RU,2022-02-08 05:12:58,few clouds
397,Maymyo,22.0333,96.4667,65.57,25,2,6.31,MM,2022-02-08 05:12:58,clear sky
398,Ayr,55.4627,-4.6339,46.38,87,20,16.11,GB,2022-02-08 05:12:59,few clouds
399,Mayumba,-3.432,10.6554,76.42,92,100,7.56,GA,2022-02-08 05:12:59,overcast clouds
400,Selenginsk,52.0064,106.8647,12.61,87,100,8.28,RU,2022-02-08 05:13:00,light snow
401,Catio,11.2833,-15.25,69.76,85,4,5.23,GW,2022-02-08 05:13:00,clear sky
402,Klaksvik,62.2266,-6.589,34.72,65,74,40.24,FO,2022-02-08 05:13:00,broken clouds
403,Lasa,46.6166,10.7002,31.03,48,14,8.93,IT,2022-02-08 05:13:01,few clouds
404,Te Anau,-45.4167,167.7167,74.28,37,0,1.07,NZ,2022-02-08 05:13:01,clear sky
405,Muscat,23.6139,58.5922,68.02,52,1,15.08,OM,2022-02-08 05:13:02,clear sky
406,Nipawin,53.3668,-104.0009,35.71,84,100,15.7,CA,2022-02-08 05:13:02,overcast clouds
407,Makat,47.6469,53.3463,28.09,91,100,2.33,KZ,2022-02-08 05:13:03,overcast clouds
408,Ankazoabo,-22.2833,44.5167,72.21,97,100,10.29,MG,2022-02-08 05:13:03,moderate rain
409,Grimshaw,56.1834,-117.6027,39.02,78,58,13.18,CA,2022-02-08 05:14:03,broken clouds
410,Samarai,-10.6167,150.6667,82.47,77,72,9.8,PG,2022-02-08 05:14:04,broken clouds
411,Nishihara,26.1842,127.7558,71.26,68,40,20.71,JP,2022-02-08 05:14:04,scattered clouds
412,Polignano A Mare,40.9959,17.2159,50.18,48,44,34.09,IT,2022-02-08 05:14:05,scattered clouds
413,Grand Forks,47.9417,-97.4337,17.53,82,20,18.41,US,2022-02-08 05:09:10,few clouds
414,Garowe,8.4054,48.4845,67.3,73,9,13.18,SO,2022-02-08 05:14:05,clear sky
415,Bagotville,-28.9833,153.4167,76.64,66,33,10.58,AU,2022-02-08 05:14:06,scattered clouds
416,Yulara,-25.2406,130.9889,94.84,28,100,17.27,AU,2022-02-08 05:11:26,overcast clouds
417,Nema,57.5067,50.5011,-4.29,100,85,3.36,RU,2022-02-08 05:14:06,overcast clouds
418,Amos,48.5669,-78.1162,19.18,98,97,3.76,CA,2022-02-08 05:14:07,overcast clouds
419,Keuruu,62.2667,24.7,24.75,100,83,2.62,FI,2022-02-08 05:14:07,broken clouds
420,Mwingi,-0.9344,38.0601,68.85,73,64,2.21,KE,2022-02-08 05:14:08,broken clouds
421,Penzance,50.1186,-5.5371,51.01,80,100,17.45,GB,2022-02-08 05:14:08,overcast clouds
422,Otane,-39.8833,176.6333,69.39,97,100,4.18,NZ,2022-02-08 05:14:08,overcast clouds
423,Fivizzano,44.2383,10.126,45.79,63,0,1.25,IT,2022-02-08 05:14:09,clear sky
424,Bharatpur,27.2167,77.4833,67.15,46,0,4.61,IN,2022-02-08 05:14:09,clear sky
425,Pafos,34.7667,32.4167,58.91,77,20,9.22,CY,2022-02-08 05:14:10,few clouds
426,Houma,29.5958,-90.7195,48.0,62,98,1.99,US,2022-02-08 05:14:10,overcast clouds
427,Dawlatabad,36.4141,64.9053,43.02,85,100,8.93,AF,2022-02-08 05:14:11,overcast clouds
428,Petrinja,45.4375,16.29,36.12,76,0,3.47,HR,2022-02-08 05:14:11,clear sky
429,Ilo,-17.6394,-71.3375,68.88,83,63,4.09,PE,2022-02-08 05:14:11,broken clouds
430,Nikki,9.9401,3.2108,69.8,18,11,5.3,BJ,2022-02-08 05:14:12,few clouds
431,Dalianwan,39.0286,121.695,41.04,45,0,8.95,CN,2022-02-08 05:14:12,clear sky
432,Kapuskasing,49.4169,-82.4331,-8.66,100,96,1.05,CA,2022-02-08 05:14:13,overcast clouds
433,Buraydah,26.326,43.975,53.46,34,0,3.51,SA,2022-02-08 05:14:13,clear sky
434,Saint-Augustin,51.226,-58.6502,3.58,97,100,7.02,CA,2022-02-08 05:14:14,overcast clouds
435,Kloulklubed,7.0419,134.2556,84.7,78,96,21.9,PW,2022-02-08 05:14:14,overcast clouds
436,Sterling,39.0062,-77.4286,39.15,86,40,6.91,US,2022-02-08 05:14:15,scattered clouds
437,Plouzane,48.3833,-4.6167,50.32,96,100,5.75,FR,2022-02-08 05:10:53,overcast clouds
438,Vao,-22.6667,167.4833,80.38,86,18,15.93,NC,2022-02-08 05:14:15,few clouds
439,Acara,-1.9608,-48.1967,72.07,99,41,2.01,BR,2022-02-08 05:14:16,scattered clouds
440,Salalah,17.0151,54.0924,71.69,18,0,27.63,OM,2022-02-08 05:14:16,clear sky
441,La Asuncion,11.0333,-63.8628,76.23,88,51,13.15,VE,2022-02-08 05:14:16,broken clouds
442,Constitucion,-35.3333,-72.4167,58.68,83,17,4.99,CL,2022-02-08 05:14:17,few clouds
443,Kirzhach,56.15,38.8667,31.98,98,98,6.08,RU,2022-02-08 05:14:17,overcast clouds
444,Xai-Xai,-25.0519,33.6442,76.01,83,37,11.77,MZ,2022-02-08 05:14:18,light rain
445,Tevaitoa,-16.7833,-151.5,81.09,77,100,17.56,PF,2022-02-08 05:14:18,light rain
446,Bawal,28.0833,76.5833,64.81,54,2,4.41,IN,2022-02-08 05:14:19,clear sky
447,Hervey Bay,-25.2986,152.8535,82.04,59,28,8.99,AU,2022-02-08 05:14:19,scattered clouds
448,Srivardhan,18.0333,73.0167,76.1,64,23,6.22,IN,2022-02-08 05:14:19,few clouds
449,Ketchikan,55.3422,-131.6461,39.67,93,100,21.85,US,2022-02-08 05:14:20,moderate rain
450,Kavaratti,10.5669,72.642,78.57,72,21,10.0,IN,2022-02-08 05:14:20,few clouds
451,Mizdah,31.4451,12.9801,47.79,67,5,5.97,LY,2022-02-08 05:14:21,clear sky
452,Coahuayana,18.7333,-103.6833,68.59,87,30,3.69,MX,2022-02-08 05:11:33,scattered clouds
453,Sugod,12.987,124.0805,79.16,87,87,13.73,PH,2022-02-08 05:14:21,overcast clouds
454,Wajima,37.4,136.9,37.89,77,100,10.65,JP,2022-02-08 05:13:51,overcast clouds
455,Dryden,49.7833,-92.7503,10.69,79,0,10.36,CA,2022-02-08 05:15:22,clear sky
456,Camacha,33.0833,-16.3333,58.42,82,40,5.75,PT,2022-02-08 05:15:23,scattered clouds
457,Bilma,18.6853,12.9164,57.81,16,0,7.96,NE,2022-02-08 05:15:23,clear sky
458,Marsh Harbour,26.5412,-77.0636,73.54,64,2,5.21,BS,2022-02-08 05:15:24,clear sky
